fraud_reported,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,months_as_customer,insured_zip,age,insured_sex,insured_education_level,insured_occupation,insured_hobbies,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year
N,172307,12/6/1993,OH,100/300,2000,1276.43,0,146,431278,32,MALE,Associate,priv-house-serv,skydiving,0,0,2/9/2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,Riverwood,4486 Cherokee Ridge,12,1,UNKNOWN,0,3,UNKNOWN,59940,6660,6660,46620,Honda,CRV,1995
Y,174701,6/19/1996,IL,500/1000,500,1314.6,0,328,458139,46,FEMALE,MD,prof-specialty,exercise,24800,0,2/23/2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Hillsdale,8782 3rd St,0,1,UNKNOWN,2,3,UNKNOWN,70290,12780,6390,51120,Saab,92x,1998
N,175177,4/15/2004,IL,100/300,1000,1405.99,0,192,472895,40,FEMALE,Associate,sales,yachting,0,0,3/1/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Springfield,4755 Best Lane,18,3,YES,1,0,YES,42930,9540,4770,28620,BMW,X6,2005
N,175553,4/25/2002,OH,500/1000,500,1588.26,0,97,434370,27,FEMALE,High School,tech-support,movies,56700,-49300,1/24/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Riverwood,7835 Cherokee Hwy,22,3,YES,2,1,YES,75690,8410,8410,58870,Saab,95,2014
N,175960,11/16/2004,IN,100/300,1000,1023.11,0,230,476130,42,FEMALE,MD,adm-clerical,golf,0,-45300,2/6/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbend,1589 Best Ave,13,3,NO,1,2,YES,58850,10700,10700,37450,Accura,MDX,1999
N,178081,7/20/1990,IN,250/500,1000,976.37,0,385,602842,51,FEMALE,MD,craft-repair,reading,0,-61000,2/18/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,WV,Riverwood,1422 Flute Ave,14,3,UNKNOWN,1,3,UNKNOWN,67600,13520,6760,47320,Suburu,Legacy,2007
N,179538,4/7/2014,IN,250/500,2000,1124.43,0,174,477346,33,FEMALE,College,farming-fishing,paintball,0,0,1/16/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbrook,1916 Elm St,14,3,YES,0,1,YES,44200,8840,4420,30940,Saab,93,1995
N,180008,7/16/2014,IL,250/500,1000,1387.35,0,280,477415,48,MALE,JD,transport-moving,paintball,0,-72000,2/4/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,5839 Weaver Lane,16,1,NO,2,2,UNKNOWN,61320,10220,10220,40880,BMW,M5,1998
N,180286,2/8/2009,IL,500/1000,1000,1422.78,0,160,616583,33,FEMALE,High School,exec-managerial,exercise,61600,0,1/20/2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,Riverwood,1989 Solo Lane,17,3,UNKNOWN,2,3,YES,52800,5280,5280,42240,Nissan,Pathfinder,2006
N,180720,3/14/1995,IN,250/500,1000,1115.27,0,61,613816,29,MALE,JD,handlers-cleaners,polo,0,-66000,1/1/2015,Parked Car,NA,Trivial Damage,None,VA,Hillsdale,4629 Elm Ridge,10,1,YES,2,1,YES,5900,590,590,4720,Nissan,Pathfinder,2010
N,182450,6/23/2000,OH,500/1000,2000,1422.95,0,434,608982,57,MALE,JD,transport-moving,bungie-jumping,0,0,1/17/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,6574 4th Drive,15,3,NO,1,3,NO,66240,11040,11040,44160,Nissan,Maxima,2003
Y,182953,4/30/2013,IN,100/300,500,944.03,0,232,440153,42,MALE,College,handlers-cleaners,kayaking,0,-58400,2/19/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,WV,Riverwood,8269 Sky Hwy,11,1,YES,2,3,UNKNOWN,77000,15400,7700,53900,Toyota,Highlander,2015
N,183430,6/25/2002,IN,250/500,1000,1187.96,4000000,460,618845,62,MALE,JD,other-service,bungie-jumping,0,0,1/1/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Columbus,5380 Pine St,20,3,NO,1,0,UNKNOWN,47160,0,5240,41920,Suburu,Impreza,2011
N,184938,5/22/1999,IL,250/500,1000,1340.56,0,2,433184,28,FEMALE,JD,machine-op-inspct,golf,0,0,1/17/2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Northbend,9020 Elm Ave,19,1,YES,0,2,YES,58140,6460,6460,45220,Saab,92x,2008
N,185124,12/7/2001,IL,100/300,1000,936.19,0,169,454776,37,MALE,JD,armed-forces,movies,70600,-48500,2/2/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,7155 Apache Drive,4,3,UNKNOWN,2,1,YES,57900,17370,5790,34740,Audi,A5,2005
N,186934,1/5/2014,IL,100/300,1000,1436.79,0,285,608177,41,FEMALE,PhD,prof-specialty,sleeping,70900,0,1/24/2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbend,3092 Texas Drive,23,1,YES,2,3,UNKNOWN,108480,18080,18080,72320,Volkswagen,Passat,2015
Y,187775,12/21/2002,OH,100/300,500,1297.75,4000000,269,451280,44,FEMALE,JD,other-service,chess,0,-41400,2/1/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Columbus,1830 Sky St,15,3,UNKNOWN,0,1,UNKNOWN,98670,15180,15180,68310,Chevrolet,Tahoe,2010
N,190588,12/9/2001,OH,100/300,1000,796.35,0,85,614166,30,FEMALE,MD,craft-repair,video-games,72400,-77000,2/20/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Northbend,2290 4th Ave,9,3,YES,2,1,YES,58960,5360,10720,42880,Ford,F150,2004
N,191891,2/11/2010,OH,100/300,1000,830.31,0,97,443854,28,MALE,JD,farming-fishing,video-games,0,-32600,1/13/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Springfield,8212 Flute Ridge,22,1,UNKNOWN,1,0,UNKNOWN,45270,10060,10060,25150,Jeep,Wrangler,2006
N,192524,1/2/2004,IL,100/300,2000,1133.85,0,161,439870,38,MALE,PhD,priv-house-serv,exercise,60200,0,1/3/2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,2272 Embaracadero Drive,0,3,YES,2,2,YES,60480,5040,15120,40320,Volkswagen,Jetta,2003
N,193213,3/11/1996,OH,100/300,1000,1250.08,5000000,407,474598,55,FEMALE,PhD,tech-support,bungie-jumping,0,-57700,2/8/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Arlington,1806 Weaver Ridge,0,3,UNKNOWN,2,3,YES,68160,11360,11360,45440,Ford,Escape,2010
N,193442,8/5/1996,IL,100/300,1000,1474.17,0,80,440327,27,FEMALE,College,tech-support,exercise,0,0,2/19/2015,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Northbend,7773 Tree Hwy,13,1,YES,1,0,YES,52800,10560,5280,36960,Saab,95,2004
Y,200152,3/9/2003,IL,100/300,1000,988.45,0,62,430141,28,FEMALE,Masters,protective-serv,camping,0,0,1/9/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbrook,4981 Weaver St,3,1,UNKNOWN,1,1,YES,60200,6020,6020,48160,Suburu,Forrestor,2004
N,200827,2/28/1997,OH,500/1000,500,1097.57,0,292,462836,44,MALE,PhD,priv-house-serv,basketball,0,0,2/28/2015,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,4429 Washington St,12,1,NO,1,0,YES,61700,6170,6170,49360,Saab,93,2005
N,203250,4/22/2010,IN,100/300,2000,1331.69,0,231,469653,43,FEMALE,Masters,adm-clerical,reading,0,0,2/18/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Northbend,6428 Andromedia Lane,12,1,UNKNOWN,1,2,NO,66950,10300,10300,46350,Chevrolet,Malibu,2015
N,203914,6/9/2001,OH,100/300,1000,1000.06,0,134,440961,32,FEMALE,PhD,farming-fishing,base-jumping,0,0,1/9/2015,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,7121 Britain Drive,17,1,UNKNOWN,1,0,UNKNOWN,82720,7520,15040,60160,Audi,A3,2014
N,204294,11/16/1991,IN,500/1000,1000,1342.72,0,7,445638,21,MALE,Associate,machine-op-inspct,camping,0,-45300,2/10/2015,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Hillsdale,2654 Elm Drive,21,1,UNKNOWN,1,2,UNKNOWN,62460,6940,6940,48580,Honda,Accord,2003
N,205134,12/2/2012,IN,500/1000,500,1220.86,0,125,436784,31,MALE,JD,other-service,paintball,55400,-40400,1/24/2015,Parked Car,NA,Trivial Damage,None,NY,Arlington,9639 Britain Ridge,4,1,YES,1,2,UNKNOWN,4320,0,960,3360,Saab,93,2003
Y,206004,9/26/1991,IL,250/500,1000,1281.25,0,199,467780,38,FEMALE,High School,tech-support,movies,0,-53100,2/4/2015,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Columbus,8941 Solo Ridge,6,1,UNKNOWN,0,2,NO,44440,8080,4040,32320,BMW,X6,2007
N,206213,5/8/1995,IL,100/300,500,1451.62,0,79,456446,26,MALE,Associate,tech-support,kayaking,0,-55700,1/3/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Columbus,4862 Lincoln Hwy,19,1,NO,2,2,UNKNOWN,40000,8000,4000,28000,BMW,M5,2010
N,206667,5/5/1993,IL,250/500,1000,974.16,6000000,315,438328,44,FEMALE,Masters,sales,reading,0,-56800,2/7/2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Springfield,7576 Pine Ridge,12,3,UNKNOWN,1,0,YES,26730,4860,4860,17010,Volkswagen,Jetta,2006
N,208298,11/3/1990,OH,250/500,1000,773.99,0,95,458727,28,MALE,Associate,armed-forces,board-games,0,-70300,1/1/2015,Vehicle Theft,NA,Trivial Damage,None,PA,Springfield,6359 MLK Ridge,3,1,YES,1,2,NO,3200,640,320,2240,Mercedes,E400,2014
Y,209177,11/17/2009,IN,500/1000,500,1448.54,0,152,618682,30,FEMALE,JD,craft-repair,polo,58600,0,2/11/2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbrook,5093 Flute Lane,9,1,YES,1,1,UNKNOWN,84590,7690,7690,69210,Toyota,Highlander,2000
N,211578,1/4/1996,IL,500/1000,1000,1236.32,5000000,148,616929,36,FEMALE,MD,adm-clerical,hiking,55100,0,1/10/2015,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbrook,3488 Flute Lane,0,1,NO,2,0,NO,61050,5550,11100,44400,Dodge,Neon,2009
N,212580,7/5/2014,IL,500/1000,1000,1594.45,0,285,452747,44,MALE,High School,handlers-cleaners,bungie-jumping,0,0,2/5/2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NC,Columbus,5812 3rd Hwy,17,2,YES,2,3,NO,55680,6960,6960,41760,Saab,95,2006
Y,212674,9/1/1992,OH,250/500,500,1050.76,0,440,467942,61,MALE,PhD,transport-moving,movies,41500,-70200,1/26/2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,OH,Riverwood,8821 Elm St,21,1,UNKNOWN,2,3,NO,53640,5960,5960,41720,Nissan,Maxima,2004
N,214618,5/29/1999,OH,100/300,2000,1137.16,0,447,615561,61,FEMALE,High School,exec-managerial,skydiving,0,-51000,2/15/2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Springfield,5971 5th Hwy,21,3,YES,1,2,YES,114920,17680,17680,79560,Audi,A3,2006
N,215278,10/24/2007,IN,100/300,500,722.66,0,94,433696,26,MALE,MD,exec-managerial,camping,50300,0,1/23/2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,OH,Springfield,1705 Weaver St,6,3,YES,1,2,YES,36700,3670,7340,25690,Nissan,Pathfinder,2010
Y,215534,9/12/1994,IL,250/500,1000,1437.53,0,184,437889,38,FEMALE,College,transport-moving,chess,0,0,2/2/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,PA,Northbrook,5201 Texas Hwy,6,3,UNKNOWN,0,2,NO,53730,11940,5970,35820,Dodge,RAM,2013
Y,216738,8/5/2014,IN,250/500,1000,1185.78,0,10,478837,19,FEMALE,JD,craft-repair,yachting,0,-60700,2/1/2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,Northbend,9929 Rock Drive,5,1,UNKNOWN,0,2,UNKNOWN,48950,4450,8900,35600,Accura,TL,2011
Y,217899,6/13/1994,IL,500/1000,1000,1389.59,0,168,479134,39,FEMALE,Masters,machine-op-inspct,exercise,0,-42600,2/24/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Northbend,5782 Rock Drive,23,3,YES,1,3,NO,41580,3780,7560,30240,Chevrolet,Malibu,2015
Y,217938,7/16/1995,OH,250/500,500,847.03,0,193,438555,41,FEMALE,JD,craft-repair,skydiving,0,0,2/8/2015,Single Vehicle Collision,Side Collision,Major Damage,Other,SC,Springfield,5431 3rd Ridge,1,1,UNKNOWN,1,0,YES,112320,17280,17280,77760,Suburu,Impreza,2011
N,218109,12/31/2003,IL,500/1000,500,1161.31,0,47,617527,34,FEMALE,PhD,exec-managerial,base-jumping,64800,-24300,1/7/2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Springfield,1707 Sky Ave,23,1,YES,1,3,UNKNOWN,62920,11440,5720,45760,Chevrolet,Malibu,2012
Y,218456,7/16/2002,IL,500/1000,1000,1575.74,7000000,245,614265,42,MALE,JD,exec-managerial,chess,0,-68900,2/20/2015,Parked Car,NA,Minor Damage,Police,PA,Springfield,9685 Sky Ridge,19,1,UNKNOWN,2,2,UNKNOWN,6490,590,1180,4720,Toyota,Camry,2011
N,218684,8/5/2006,IN,500/1000,2000,1048.46,0,210,466676,37,MALE,High School,priv-house-serv,skydiving,59900,0,1/5/2015,Vehicle Theft,NA,Trivial Damage,None,OH,Columbus,3878 Tree Lane,9,1,UNKNOWN,1,2,UNKNOWN,7080,1180,590,5310,Dodge,RAM,1999
Y,219028,7/18/1991,OH,100/300,1000,1311.3,0,290,451550,45,FEMALE,Associate,machine-op-inspct,chess,38500,0,1/10/2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,1353 Washington St,23,3,YES,0,0,YES,52650,5850,5850,40950,Ford,F150,2001
N,221186,8/13/2004,OH,100/300,1000,1517.54,0,225,617883,43,MALE,JD,priv-house-serv,camping,0,-20900,1/9/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Columbus,9278 Francis Ridge,16,3,NO,2,0,YES,64400,6440,6440,51520,BMW,X5,2011
N,221283,8/23/1994,OH,500/1000,500,914.85,0,103,614867,29,MALE,Associate,prof-specialty,base-jumping,72100,0,2/12/2015,Parked Car,NA,Minor Damage,Police,OH,Columbus,3423 Francis Ave,5,1,NO,2,3,NO,7110,790,1580,4740,Accura,MDX,2005
Y,221854,10/3/1994,OH,250/500,2000,1181.64,0,232,454552,44,MALE,College,other-service,exercise,25800,0,2/8/2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Northbend,1320 Flute Lane,22,1,UNKNOWN,1,1,YES,55400,5540,11080,38780,Jeep,Grand Cherokee,2002
N,223404,1/23/2002,IL,250/500,500,895.14,0,101,439964,32,MALE,JD,sales,video-games,52600,-30400,1/10/2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Columbus,2352 MLK Drive,4,1,UNKNOWN,0,3,YES,43600,8720,4360,30520,Suburu,Legacy,2010
Y,225865,11/4/1991,IL,250/500,1000,1252.08,0,97,465456,26,MALE,College,exec-managerial,sleeping,0,0,2/8/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,VA,Springfield,6191 Oak Lane,4,2,YES,2,2,NO,50400,10080,5040,35280,Honda,CRV,2000
N,226330,1/23/2013,IL,100/300,2000,1057.77,0,177,477382,34,FEMALE,JD,tech-support,bungie-jumping,0,-57700,2/16/2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,Riverwood,2003 Maple Hwy,22,3,UNKNOWN,1,1,NO,18000,2250,2250,13500,Audi,A3,2009
N,226725,8/11/1999,IN,500/1000,2000,1304.67,7000000,244,605408,40,MALE,Masters,armed-forces,base-jumping,0,-45000,1/10/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,8809 Flute St,5,3,UNKNOWN,1,1,UNKNOWN,61490,5590,11180,44720,Dodge,RAM,2001
N,227244,11/30/1996,IN,500/1000,2000,1066.7,0,252,473370,46,FEMALE,JD,handlers-cleaners,sleeping,0,0,1/30/2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Northbend,6357 Texas Lane,22,3,NO,0,2,NO,89520,14920,14920,59680,Audi,A3,2014
Y,227811,5/25/1990,IL,250/500,2000,1415.74,6000000,256,608117,41,FEMALE,PhD,armed-forces,board-games,48900,-62400,1/10/2015,Single Vehicle Collision,Front Collision,Major Damage,Police,OH,Arlington,6956 Maple Drive,5,1,UNKNOWN,1,2,NO,63400,6340,6340,50720,Chevrolet,Tahoe,2014
N,228403,4/20/2004,IN,100/300,1000,1435.09,0,253,471519,41,FEMALE,College,machine-op-inspct,bungie-jumping,36600,0,1/11/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Northbrook,7069 4th Hwy,17,1,NO,2,0,UNKNOWN,56610,6290,6290,44030,Chevrolet,Tahoe,1995
N,230223,9/6/2008,IL,500/1000,500,1969.63,0,37,615218,31,FEMALE,MD,sales,skydiving,0,0,2/13/2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Northbend,1618 Maple Hwy,21,3,NO,1,1,YES,76450,6950,13900,55600,Dodge,RAM,1995
N,231127,8/29/1995,IL,500/1000,500,1173.37,8000000,289,461744,48,FEMALE,PhD,handlers-cleaners,board-games,0,-42700,1/9/2015,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,1325 1st Lane,1,1,UNKNOWN,1,0,UNKNOWN,42900,8580,0,34320,Accura,TL,1999
Y,231508,9/16/2009,IL,100/300,500,1367.99,0,156,462525,38,MALE,High School,armed-forces,board-games,26500,0,2/17/2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,Northbend,2644 MLK Drive,23,3,UNKNOWN,0,3,UNKNOWN,55200,11040,5520,38640,Saab,92x,1998
Y,231548,9/7/1999,IL,100/300,2000,1263.48,4000000,31,442948,32,FEMALE,JD,other-service,hiking,46800,-87300,2/7/2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,WV,Hillsdale,6536 MLK Hwy,10,1,UNKNOWN,2,0,UNKNOWN,63600,5300,10600,47700,Audi,A5,1997
N,232854,7/7/1997,IL,100/300,2000,1304.83,0,479,473638,60,FEMALE,College,other-service,cross-fit,0,0,1/9/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Arlington,3982 Weaver Lane,18,1,NO,0,0,NO,60600,5050,10100,45450,Honda,Civic,2001
N,235097,4/28/1992,IL,100/300,1000,1119.23,0,293,447560,45,FEMALE,MD,exec-managerial,exercise,51500,0,2/18/2015,Multi-vehicle Collision,Front Collision,Total Loss,Fire,WV,Northbend,8701 5th Lane,13,3,NO,1,1,NO,51210,11380,5690,34140,Jeep,Wrangler,2015
Y,235220,11/1/2014,IL,250/500,2000,1352.83,0,29,464959,25,MALE,Masters,farming-fishing,skydiving,0,-71700,1/22/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,SC,Hillsdale,1679 2nd Hwy,4,4,YES,1,2,YES,64890,7210,7210,50470,Nissan,Pathfinder,2013
Y,235869,1/22/2011,IL,250/500,500,1239.55,2000000,111,464736,29,FEMALE,PhD,farming-fishing,kayaking,0,0,1/9/2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Riverwood,2230 1st St,1,1,UNKNOWN,1,1,YES,52800,4800,9600,38400,Mercedes,ML350,1996
N,237418,12/4/2007,IN,500/1000,1000,1337.92,0,108,441536,29,FEMALE,PhD,armed-forces,bungie-jumping,71400,0,2/23/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Columbus,7684 Francis Ridge,4,3,NO,2,2,YES,61380,11160,5580,44640,Suburu,Legacy,2012
N,238196,2/15/1993,IL,250/500,500,1203.81,0,194,613119,41,MALE,JD,transport-moving,video-games,52500,-51300,2/6/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,Springfield,3555 Francis Ridge,17,3,UNKNOWN,0,2,UNKNOWN,95900,13700,20550,61650,Saab,95,1999
N,238412,5/18/1993,IL,500/1000,2000,1294.93,6000000,195,477356,38,MALE,MD,tech-support,video-games,38000,-50300,2/14/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,WV,Springfield,1957 Washington Ave,12,3,YES,1,2,NO,64620,7180,0,57440,Dodge,Neon,2003
N,241562,1/28/2010,IL,250/500,1000,2047.59,0,154,439269,37,FEMALE,MD,farming-fishing,dancing,0,-67800,1/9/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Columbus,9610 Cherokee St,2,1,UNKNOWN,0,3,NO,79530,14460,7230,57840,Accura,MDX,2000
Y,243226,1/10/2012,IL,250/500,1000,1232.72,0,222,458237,39,MALE,High School,armed-forces,hiking,87800,-51200,2/9/2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Springfield,4414 Solo Drive,21,3,UNKNOWN,1,0,NO,87960,14660,14660,58640,Jeep,Wrangler,1999
N,246435,7/5/2001,IL,250/500,2000,1800.76,0,196,441499,41,MALE,JD,protective-serv,camping,0,-78600,1/14/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Hillsdale,2920 5th Ave,0,3,NO,1,0,NO,47800,4780,4780,38240,Jeep,Grand Cherokee,2009
N,246705,3/14/1990,OH,250/500,500,1270.02,0,266,456600,46,FEMALE,Associate,tech-support,skydiving,0,-45800,1/8/2015,Parked Car,NA,Minor Damage,Police,NC,Northbrook,4232 Britain Ridge,5,1,NO,1,2,UNKNOWN,2160,480,240,1440,Toyota,Corolla,2004
N,246882,9/20/1999,IL,100/300,1000,969.5,0,239,464839,42,MALE,College,exec-managerial,reading,0,0,1/26/2015,Vehicle Theft,NA,Trivial Damage,None,NC,Northbrook,2430 MLK Ave,10,1,NO,0,0,UNKNOWN,5600,700,700,4200,Audi,A3,2007
N,247116,6/2/2012,IL,250/500,2000,1153.35,0,30,430714,31,MALE,PhD,craft-repair,golf,0,0,2/2/2015,Vehicle Theft,NA,Trivial Damage,Police,NY,Hillsdale,3590 Best Hwy,9,1,NO,2,1,YES,5760,960,960,3840,Suburu,Impreza,2011
N,247505,4/19/2006,IL,100/300,500,1358.2,0,253,477636,46,FEMALE,MD,transport-moving,movies,52900,0,2/14/2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,4254 Best Ridge,11,3,YES,0,0,NO,64570,5870,11740,46960,Jeep,Wrangler,2001
Y,247801,3/18/2008,OH,250/500,500,1340.71,0,271,600153,44,FEMALE,High School,tech-support,base-jumping,0,0,2/14/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Riverwood,9657 5th Ave,16,1,NO,2,2,NO,76230,6930,13860,55440,Volkswagen,Passat,1997
N,248467,10/6/2012,IL,250/500,2000,1171.75,0,126,472163,30,FEMALE,Associate,machine-op-inspct,board-games,46500,-42700,1/31/2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbend,3419 Apache St,23,1,UNKNOWN,2,3,NO,48730,4430,4430,39870,Chevrolet,Malibu,2011
N,249048,6/17/2005,IL,250/500,1000,1254.18,0,261,457555,45,FEMALE,PhD,prof-specialty,kayaking,0,-45100,1/11/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Columbus,6012 Texas Hwy,16,1,YES,0,1,UNKNOWN,62590,11380,11380,39830,Volkswagen,Jetta,2003
N,250162,7/5/1999,IL,250/500,500,878.19,0,405,441533,55,MALE,PhD,machine-op-inspct,golf,57100,0,3/1/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Northbend,7236 Apache Lane,2,4,YES,0,2,NO,38640,4830,4830,28980,Chevrolet,Tahoe,1997
N,250249,11/28/1991,IN,100/300,500,1392.39,5000000,143,436499,30,FEMALE,High School,exec-managerial,dancing,0,-65700,1/12/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,3323 1st Lane,16,1,NO,2,0,YES,54300,10860,5430,38010,Toyota,Highlander,2010
N,250833,7/28/2008,IN,250/500,2000,1347.31,0,186,436467,38,FEMALE,JD,protective-serv,dancing,80900,-111100,2/2/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,1371 Texas Lane,1,3,NO,2,3,UNKNOWN,73800,12300,12300,49200,Audi,A3,1995
N,253005,11/20/1991,OH,250/500,2000,1190.6,0,275,434206,40,MALE,Masters,exec-managerial,camping,0,-45300,1/6/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,OH,Riverwood,4972 Francis Lane,17,1,UNKNOWN,1,3,YES,43230,7860,7860,27510,Chevrolet,Silverado,2001
N,253085,4/25/1991,IL,500/1000,1000,1575.86,0,211,461275,40,FEMALE,PhD,other-service,sleeping,0,0,1/12/2015,Vehicle Theft,NA,Trivial Damage,Police,WV,Northbrook,9847 Elm St,3,1,NO,1,1,NO,3190,580,290,2320,Audi,A5,2004
Y,253791,7/23/2009,IL,500/1000,500,1625.45,4000000,206,607452,36,FEMALE,MD,other-service,video-games,0,-53700,1/23/2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbrook,2100 MLK St,11,1,NO,2,1,NO,76560,12760,12760,51040,Ford,Fusion,2008
Y,254837,11/25/2004,IN,100/300,500,1055.6,0,250,457962,42,MALE,High School,exec-managerial,paintball,69500,-40700,1/3/2015,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,8493 Apache Drive,16,1,UNKNOWN,1,1,UNKNOWN,74800,13600,6800,54400,Ford,Fusion,2009
N,258265,4/10/1994,IL,100/300,1000,1073.83,0,9,438877,30,FEMALE,High School,machine-op-inspct,dancing,0,0,2/2/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbrook,5806 Embaracadero St,12,1,UNKNOWN,0,0,NO,85690,15580,15580,54530,BMW,3 Series,2011
N,259792,4/7/1999,IL,100/300,1000,1232.79,0,446,441967,61,FEMALE,High School,adm-clerical,reading,49900,-62100,1/7/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,VA,Springfield,5812 Weaver Ave,3,1,YES,2,0,YES,70500,7050,14100,49350,Suburu,Forrestor,2007
